,METROPOLITAN STATISTICAL AREA (MSA),ORIGINAL INTEREST RATE,msa,solar_system_count
314,40660,2.9325601374570445,40660.0,4.5
315,40900,3.801740212043551,40900.0,102.03470715835141
316,40980,3.7908011869436202,40980.0,1.3714285714285714
317,41060,3.3895368492224476,41060.0,3.40625
318,41100,3.9755778894472362,41100.0,26.9
319,41140,3.905642701525056,41140.0,12.971428571428572
320,41180,3.611567219598816,41180.0,6.098993288590604
321,41420,3.53710843373494,41420.0,20.842105263157894
322,41500,3.774190774042221,41500.0,62.19047619047619
323,41540,3.751759042414774,41540.0,6.615384615384615
324,41620,3.7771083011858924,41620.0,28.262443438914026
325,41660,4.00140056022409,41660.0,4.0
326,41700,3.760130401085084,41700.0,19.339912280701753
327,41740,3.7311699649501406,41740.0,169.04152823920265
328,41780,3.8240131578947367,41780.0,2.107142857142857
329,41860,3.6599053992013824,41860.0,84.45116772823779
330,41900,3.182319223985891,,
331,41940,3.593278564453179,41940.0,103.40874035989717
332,41980,3.547587843581751,,
333,42020,3.674298945201955,42020.0,42.56521739130435
334,42060,3.770948766603416,42060.0,69.82608695652173
335,42100,3.6567729534147446,42100.0,76.37254901960785
336,42140,3.8322602441150866,42140.0,14.43859649122807
337,42200,3.6726712692511865,,
338,42220,3.710070647499705,42220.0,77.98936170212765
339,42340,3.764102209944743,42340.0,3.2650602409638556
340,42540,3.660500786575766,42540.0,4.568862275449102
341,42660,3.7222565415012308,42660.0,10.518518518518519
342,42680,3.737412935323376,42680.0,68.57692307692308
343,42700,4.351315789473684,42700.0,17.0
344,43100,3.65537812041116,43100.0,2.774193548387097
345,43300,3.870740740740741,43300.0,1.7037037037037037
346,43340,3.5653061224489795,43340.0,9.752808988764045
347,43420,3.9133825944170773,43420.0,29.866666666666667
348,43580,3.248502230720201,43580.0,7.214285714285714
349,43620,3.5800207039337475,43620.0,1.3404255319148937
350,43780,3.782286729857812,43780.0,2.3838383838383836
351,43900,3.9087373271889247,43900.0,3.761904761904762
352,44060,3.897235491305255,44060.0,6.616161616161616
353,44100,3.5081977317554216,44100.0,5.770833333333333
354,44140,3.636177194421657,44140.0,25.33108108108108
355,44180,3.735216193885981,44180.0,4.679012345679013
356,44220,4.058189655172414,44220.0,2.3333333333333335
357,44300,3.8425392428439364,44300.0,2.4571428571428573
358,44420,3.390643086816721,44420.0,2.6296296296296298
359,44600,3.7845744680851063,44600.0,1.4242424242424243
360,44700,3.8715303030302963,44700.0,108.23841059602648
361,44940,3.865079365079365,44940.0,1.4
362,45060,3.622323861424679,45060.0,6.226519337016574
363,45220,3.8506160458452654,45220.0,4.125
364,45300,3.8341887055372057,45300.0,34.704986149584485
365,45460,4.512055837563452,45460.0,1.5238095238095237
366,45500,3.6797297297297296,45500.0,3.642857142857143
367,45540,4.150565234685758,45540.0,136.63636363636363
368,45780,3.881253749250162,45780.0,5.3604651162790695
369,45820,4.39546943231441,45820.0,3.025
370,45940,3.4902502910360886,45940.0,30.6
371,46060,3.765314285714279,46060.0,70.91739130434783
372,46140,3.882750948351328,46140.0,2.642599277978339
373,46220,3.4280269814502433,46220.0,3.6862745098039214
374,46300,3.9433333333333334,46300.0,7.0
375,46340,3.8818745035742483,46340.0,3.2291666666666665
376,46520,3.687356815578482,,
377,46540,3.931314623338257,46540.0,2.231578947368421
378,46660,4.353102189781022,46660.0,2.15625
379,46700,3.813665738161561,46700.0,120.73737373737374
380,47020,3.5526228419654715,47020.0,1.1304347826086956
381,47220,3.8448660714285716,47220.0,25.5
382,47260,3.7286007298587194,47260.0,3.2610837438423643
383,47300,3.9194563470808785,47300.0,158.09345794392524
384,47380,3.6339214113873295,47380.0,2.533333333333333
385,47460,3.2857758620689657,47460.0,12.0
386,47580,3.7677335640138407,47580.0,4.92
387,47900,3.619713487122398,47900.0,13.68352490421456
388,47940,3.590736040609137,47940.0,9.153846153846153
389,48060,4.694679054054054,48060.0,2.888888888888889
390,48140,3.4795166666666653,48140.0,3.4074074074074074
391,48260,3.89275956284153,,
392,48300,3.7531693711967544,48300.0,5.6
393,48540,3.6036184210526314,48540.0,1.4130434782608696
394,48620,3.923022085092561,48620.0,2.316546762589928
395,48660,4.183608949416342,48660.0,2.5
396,48700,3.9597826086956522,48700.0,1.4090909090909092
397,48900,4.042368082368073,48900.0,4.695652173913044
398,49020,3.8491933497536666,49020.0,2.375
399,49180,3.7362475506205093,49180.0,2.778523489932886
400,49340,3.5402934564432056,49340.0,41.14942528735632
401,49420,3.8489507959479017,49420.0,9.0
402,49500,2.6722972972972974,,
403,49620,3.519341477949941,49620.0,5.771929824561403
404,49660,3.7438072202165964,49660.0,2.0828729281767955
405,49700,4.066566265060241,49700.0,69.02222222222223
406,49740,4.31764705882352,49740.0,17.098039215686274
